id,road,LRPName,length,chainage,lon,lat,model_type,name,condition
22,N1,LRP015a,961.0,14563.0,90.5599722,23.6705827,bridge,Box culvert,A
23,N1,LRP016,718.0,15524.0,90.5641111,23.6628333,link,Km post missing,
24,N1,LRP016b,282.0,16242.0,90.5697216,23.6591111,bridge,Langalbandhu bridge,A
25,N1,LRP017,307.0,16524.0,90.5719716,23.6575,link,Km post missing,
26,N1,LRP017a,373.0,16831.0,90.5743327,23.6559722,bridge,Bridge start,A
27,N1,LRP_inserted,0.0,0.0,90.57580490000001,23.6550139,link,inserted_link,NaN
28,N1,LRP017c,320.0,17204.0,90.5772771,23.6540556,bridge,Bridge start,A
29,N1,LRP018,339.0,17524.0,90.5798882,23.6525278,link,Km post missing,
30,N1,LRP018a,20.5,17863.0,90.5826382,23.6508889,bridge,Bridge start,A
31,N1,LRP019,354.0,18524.0,90.588083,23.6476108,link,Km post missing,
32,N1,LRP019a,643.0,18878.0,90.5899163,23.6449441,bridge,Box culvert,A
33,N1,LRP_inserted,0.0,0.0,90.5913052,23.6423469,link,inserted_link,NaN
34,N1,LRP019b,3.0,19521.0,90.5926941,23.6397497,bridge,Box culvert,A
35,N1,LRP020,526.0,19524.0,90.5927219,23.6396941,link,Km post missing,
36,N1,LRP020b,182.0,20342.0,90.5970274,23.6341108,bridge,Bridge start,A
37,N1,LRP021,975.0,20524.0,90.5982774,23.6330549,link,Km post missing,
38,N1,LRP021a,130.0,21499.0,90.6042222,23.6262771,bridge,Box culvert,A
39,N1,LRP022,136.0,21629.0,90.6049722,23.6252216,link,"Ctg 238 km,Comilla 71 km",
40,N1,LRP022a,487.0,21765.0,90.6055278,23.6242216,bridge,Bridge start,A
41,N1,LRP_inserted,0.0,0.0,90.60675,23.6223466,link,inserted_link,NaN
42,N1,LRP022c,377.0,22252.0,90.6079722,23.6204716,bridge,Bridge start,A
43,N1,LRP023,935.0,22629.0,90.6096944,23.6173604,link,Km post missing,
44,N1,LRP023a,224.8,23564.0,90.6121944,23.6095556,bridge,Meghna  bridge,A
45,N1,LRP024,874.0,23629.0,90.6124722,23.609,link,Km post missing,
46,N1,LRP024a,924.85,24503.0,90.6159722,23.6018611,bridge,Bridge end,A
47,N1,LRP025,1010.0,24629.0,90.6165556,23.6009444,link,Km post missing,
48,N1,LRP026a,5.6,25639.0,90.6246938,23.5959441,bridge,Box culvert,A
49,N1,LRP_inserted,0.0,0.0,90.62701325,23.593846900000003,link,inserted_link,NaN
50,N1,LRP026b,5.5,26313.0,90.6293327,23.5917497,bridge,Box culvert,A
51,N1,LRP027,874.0,26629.0,90.6313882,23.5896108,link,Km post missing,
52,N1,LRP027a,5.6,27503.0,90.6369441,23.5837497,bridge,Bridge start,A
53,N1,LRP028,39.0,27629.0,90.6378886,23.5828327,link,Km post missing,
54,N1,LRP028a,173.25,27668.0,90.6381386,23.5825827,bridge,Bridge end,A
55,N1,LRP_inserted,0.0,0.0,90.6401247,23.58009655,link,inserted_link,NaN
56,N1,LRP028c,396.0,28363.0,90.6421108,23.5776104,bridge,Bridge end,A
57,N1,LRP029,308.0,28759.0,90.6436941,23.5745271,link,Information missing,
58,N1,LRP029a,29.85,29067.0,90.6451108,23.572166,bridge,Bridge start,A
59,N1,LRP030,368.0,29759.0,90.6481663,23.5666111,link,Km post missing,
60,N1,LRP030a,34.7,30127.0,90.6501944,23.5639167,bridge,Bridge start,A
61,N1,LRP_inserted,0.0,0.0,90.65220830000001,23.5621667,link,inserted_link,NaN
62,N1,LRP030c,77.0,30697.0,90.6542222,23.5604167,bridge,Bridge start,A
63,N1,LRP031,189.4,30774.0,90.6548056,23.5599722,link,"Ctg 229 km,Comilla 62 km",
64,N1,LRP031b,435.0,31348.0,90.6588611,23.5564444,bridge,Bridge start,A
65,N1,LRP032,242.0,31783.0,90.6619722,23.5538056,link,"Ctg 228 km,Comilla 61 km",
66,N1,LRP032a,29.85,32025.0,90.6636667,23.5523333,bridge,Box culvert,A
67,N1,LRP033,224.0,32607.0,90.6678327,23.5487497,link,"Ctg 227 km,Comilla 60 km",
68,N1,LRP033a,9.1,32831.0,90.6694438,23.5474163,bridge,Bridge start,A
69,N1,LRP_inserted,0.0,0.0,90.6712771,23.5458191,link,inserted_link,NaN
70,N1,LRP033c,256.0,33351.0,90.6731104,23.5442219,bridge,Box culvert,A
71,N1,LRP034,1034.0,33607.0,90.6749438,23.542583,link,Km post missing,
72,N1,LRP035a,9.5,34641.0,90.6821382,23.536083,bridge,Bridge start,A
73,N1,LRP_inserted,0.0,0.0,90.68322169999999,23.535110799999998,link,inserted_link,NaN
74,N1,LRP035c,651.0,34956.0,90.6843052,23.5341386,bridge,Box culvert,A
75,N1,LRP036,664.0,35607.0,90.688833,23.5301938,link,Km post missing,
76,N1,LRP036a,25.45,36271.0,90.6952219,23.529916,bridge,Daudkandi bridge,A
77,N1,LRP037,1078.0,36607.0,90.6984997,23.5301382,link,Km post missing,
78,N1,LRP038a,355.0,37685.0,90.7090278,23.5307771,bridge,Daudkandi bridge,A
79,N1,LRP038b,503.0,38040.0,90.7153611,23.5313882,link,Start of Comilla road Division / Start of Comilla road Division,
80,N1,LRP038d,64.0,38543.0,90.7173604,23.5315271,bridge,Bridge start,A
81,N1,LRP039,513.0,38607.0,90.7180271,23.5317216,link,Km post missing,
82,N1,LRP039a,487.0,39120.0,90.7226298386,23.5322346,bridge,Box culvert,A
83,N1,LRP040,2621.0,39607.0,90.7269993,23.5327216,link,Km post missing,
84,N1,LRP042a,41.0,42228.0,90.7514167,23.5293882,bridge,Bridge start,A
85,N1,LRP043,2185.0,42269.0,90.75175,23.529416,link,Km post broken,
86,N1,LRP045a,815.0,44454.0,90.7731104,23.5304993,bridge,Box culvert,A
87,N1,LRP046,892.0,45269.0,90.7811104,23.5308049,link,Km post Missing,
88,N1,LRP046c,108.0,46161.0,90.7895552,23.5312216,bridge,Box culvert,A
89,N1,LRP047,1403.0,46269.0,90.7907219,23.531166,link,Km post Missing,
90,N1,LRP048a,597.0,47672.0,90.8041389,23.5308882,bridge,Bridge start,A
91,N1,LRP049,1594.0,48269.0,90.8099167,23.5316382,link,Km post Missing,
92,N1,LRP050a,406.0,49863.0,90.8249716,23.5346663,bridge,Bridge start,A
93,N1,LRP051,1367.0,50269.0,90.8287216,23.5344997,link,Km post Missing,
94,N1,LRP052a,633.0,51636.0,90.8391386,23.5270549,bridge,Box culvert,A
95,N1,LRP053,3064.0,52269.0,90.8438886,23.523166,link,Km post Missing,
96,N1,LRP056a,144.0,55333.0,90.8703049,23.5133056,bridge,Bridge start,A
97,N1,LRP056c,2714.0,55477.0,90.871416,23.5126667,link,"Z1042, road to Bancharampur",
98,N1,LRP058a,78.0,58191.0,90.8958886,23.5056111,bridge,Box culvert,A
99,N1,LRP059,1911.0,58269.0,90.8966108,23.5056389,link,Km post Missing,
100,N1,LRP060a,89.0,60180.0,90.91525,23.50575,bridge,Box culvert,A
101,N1,LRP061,2273.0,60269.0,90.9160278,23.5057222,link,Km post Missing,
102,N1,LRP063b,352.0,62542.0,90.9371386,23.5038611,bridge,Box culvert,A
103,N1,LRP_inserted,0.0,0.0,90.93920800000001,23.5033611,link,inserted_link,NaN
104,N1,LRP063c,375.0,62894.0,90.9412774,23.5028611,bridge,Box culvert,A
105,N1,LRP064,2274.0,63269.0,90.9448886,23.5020278,link,Km post Missing,
106,N1,LRP066a,183.0,65543.0,90.9660278,23.4980552,bridge,Box culvert,A
107,N1,LRP067,1694.0,65726.0,90.9674716,23.4972774,link,Ctg 191 km,
108,N1,LRP068a,4.5,67420.0,90.9829993,23.4951386,bridge,Box culvert,A
109,N1,LRP069,2801.0,67726.0,90.985833,23.4942497,link,Km post Missing,
110,N1,LRP072a,228.0,70527.0,91.0120278,23.4890552,bridge,Bridge start,A
111,N1,LRP073,2933.0,70755.0,91.0140833,23.488333,link,Ctg 187 km,
112,N1,LRP075a,141.0,73688.0,91.0404441,23.481166,bridge,Box culvert,A
113,N1,LRP076,871.0,73829.0,91.0419719,23.4814716,link,Ctg 184 km,
114,N1,LRP076a,129.0,74700.0,91.0504167,23.4820827,bridge,Box culvert,A
115,N1,LRP077,2705.5,74829.0,91.0516944,23.4821382,link,Km post missing,
116,N1,LRP079a,56.0,77773.0,91.0789993,23.4770827,bridge,Box culvert,A
117,N1,LRP080,2513.0,77829.0,91.0794716,23.4770271,link,Km post missing,
118,N1,LRP082a,487.0,80342.0,91.1036111,23.4778604,bridge,Box culvert,A
119,N1,LRP083,972.0,80829.0,91.1055278,23.4779993,link,Km post missing,
120,N1,LRP083a,1.4,81801.0,91.1177216,23.4789438,bridge,Box culvert,A
121,N1,LRP084,564.0,81829.0,91.1179993,23.4789716,link,Km post missing,
122,N1,LRP084b,436.0,82393.0,91.1234716,23.4793327,bridge,Box culvert,A
123,N1,LRP085,3394.4,82829.0,91.1276382,23.4800827,link,Km post missing,
124,N1,LRP089a,234.0,87132.0,91.1471386,23.448833,bridge,Bridge start,A
125,N1,LRP089c,3155.0,87366.0,91.1481386,23.4469441,link,Cross Road with Z1052,
126,N1,LRP093a,545.0,90521.0,91.1629722,23.4235827,bridge,Bridge start,A
127,N1,LRP093c,1566.0,91066.0,91.167666,23.4213604,link,Rail Road Crossing,
128,N1,LRP095a,489.0,92632.0,91.1846663,23.4131111,bridge,Bridge start,A
129,N1,LRP096,2072.0,93121.0,91.1893886,23.4125,link,Km post missing,
130,N1,LRP098a,27.9,95193.0,91.2090833,23.4100278,bridge,Box culvert,A
131,N1,LRP099,172.0,96173.0,91.2165278,23.4048056,link,Ctg 162 km,
132,N1,LRP099a,828.0,96345.0,91.2176382,23.40375,bridge,Bridge start,A
133,N1,LRP100,1010.0,97173.0,91.22288776581436,23.398213447804338,link,Km post missing,
134,N1,LRP101a,30.48,98183.0,91.2293049,23.3914441,bridge,Box culvert,A
135,N1,LRP_inserted,0.0,0.0,91.23193005,23.38826355,link,inserted_link,NaN
136,N1,LRP101b,15.0,99075.0,91.2345552,23.385083,bridge,Box culvert,A
137,N1,LRP_inserted,0.0,0.0,91.234583,23.385027450000003,link,inserted_link,NaN
138,N1,LRP101c,83.0,99090.0,91.2346108,23.3849719,bridge,Box culvert,A
139,N1,LRP102,898.0,99173.0,91.2351108,23.3843886,link,Km post missing,
140,N1,LRP102a,102.0,100071.0,91.2403608,23.3779716,bridge,Bridge start,A
141,N1,LRP103,1171.0,100173.0,91.2409163,23.377166,link,Km post missing,
142,N1,LRP104a,904.0,101344.0,91.2471108,23.3683327,bridge,Box culvert,A
143,N1,LRP105,366.0,102248.0,91.2515556,23.3615278,link,"Ctg 156 km,Feni 43 km",
144,N1,LRP105a,14.3,102614.0,91.25325,23.3586389,bridge,Bridge start,A
145,N1,LRP106,687.0,103248.0,91.2561389,23.3536944,link,Km post missing,
146,N1,LRP106a,313.0,103935.0,91.2599444,23.3486386,bridge,Box culvert,A
147,N1,LRP107,1444.0,104248.0,91.2616944,23.3463608,link,Km post missing,
148,N1,LRP108a,187.0,105692.0,91.2700549,23.3360274,bridge,Bridge start,A
149,N1,LRP108c,1442.0,105879.0,91.271166,23.3347219,link,Road to Harishchar (Z1046),
150,N1,LRP110a,927.0,107321.0,91.2791104,23.324166,bridge,Bridge start,A
151,N1,LRP111,270.0,108248.0,91.2836941,23.3171382,link,Km post missing,
152,N1,LRP111a,3.2,108518.0,91.2844719,23.3149444,bridge,Bridge start,A
153,N1,LRP_inserted,0.0,0.0,91.28530525,23.31229165,link,inserted_link,NaN
154,N1,LRP111c,113.0,109135.0,91.2861386,23.3096389,bridge,Box culvert,A
155,N1,LRP112,547.0,109248.0,91.2864163,23.3086944,link,Km post missing,
156,N1,LRP112a,13.4,109795.0,91.288583,23.30425,bridge,Box culvert,A
157,N1,LRP113,519.0,110248.0,91.290333,23.3006111,link,Km post missing,
158,N1,LRP113a,481.0,110767.0,91.2914997,23.296083,bridge,Bridge start,A
159,N1,LRP114,502.0,111248.0,91.2922219,23.2919163,link,Km post missing,
160,N1,LRP114a,498.0,111750.0,91.2936386,23.2876663,bridge,Box culvert,A
161,N1,LRP115,774.0,112248.0,91.2952219,23.283583,link,Km post missing,
162,N1,LRP115a,226.0,113022.0,91.3002778,23.2787216,bridge,Box culvert,A
163,N1,LRP116,1116.0,113248.0,91.3011944,23.2768882,link,Km post missing,
164,N1,LRP117a,277.0,114364.0,91.3054722,23.2677493,bridge,Box culvert,A
165,N1,LRP_inserted,0.0,0.0,91.3059583,23.26659685,link,inserted_link,NaN
166,N1,LRP117b,203.0,114641.0,91.3064444,23.2654444,bridge,Box culvert,A
167,N1,LRP_inserted,0.0,0.0,91.3065972,23.26455555,link,inserted_link,NaN
168,N1,LRP117c,404.0,114844.0,91.30675,23.2636667,bridge,Box culvert,A
169,N1,LRP118,156.0,115248.0,91.3072778,23.2601111,link,Km post missing,
170,N1,LRP118a,844.0,115404.0,91.3074444,23.2587222,bridge,Box culvert,A
171,N1,LRP119,174.0,116248.0,91.3086389,23.2511944,link,Km post missing,
172,N1,LRP119a,2.5,116422.0,91.3091944,23.249833,bridge,Box culvert,A
173,N1,LRP_inserted,0.0,0.0,91.3095,23.249083,link,inserted_link,NaN
174,N1,LRP119b,3.1,116608.0,91.3098056,23.248333,bridge,Bridge start,B
175,N1,LRP_inserted,0.0,0.0,91.3104306,23.246805199999997,link,inserted_link,NaN
176,N1,LRP119d,270.0,116978.0,91.3110556,23.2452774,bridge,Box culvert,A
177,N1,LRP120,163.0,117248.0,91.3119167,23.243083,link,Km post missing,
178,N1,LRP120a,817.0,117411.0,91.3123611,23.2416941,bridge,Box culvert,A
179,N1,LRP_inserted,0.0,0.0,91.3127639,23.238096900000002,link,inserted_link,NaN
180,N1,LRP120b,6.0,118228.0,91.3131667,23.2344997,bridge,Box culvert,A
181,N1,LRP121,315.0,118248.0,91.3131667,23.2343052,link,Km post missing,
182,N1,LRP121a,448.0,118563.0,91.3132222,23.2314993,bridge,Box culvert,A
183,N1,LRP_inserted,0.0,0.0,91.31337500000001,23.2295271,link,inserted_link,NaN
184,N1,LRP121b,237.0,119011.0,91.3135278,23.2275549,bridge,Box culvert,A
185,N1,LRP122,456.1,119248.0,91.3135833,23.2253882,link,Km post missing,
186,N1,LRP122b,222.0,120026.0,91.3143889,23.2184993,bridge,Box culvert,A
187,N1,LRP123,718.0,120248.0,91.3149167,23.2165556,link,Km post missing,
188,N1,LRP123a,6.1,120966.0,91.3157222,23.2103056,bridge,Box culvert,A
189,N1,LRP124,771.0,121248.0,91.3159722,23.2078889,link,Km post missing,
190,N1,LRP124a,229.0,122019.0,91.3168049,23.201,bridge,Box culvert,A
191,N1,LRP125,865.0,122248.0,91.3170549,23.1990274,link,Km post missing,
192,N1,LRP125a,135.0,123113.0,91.3185549,23.1921108,bridge,Box culvert,A
193,N1,LRP126,523.0,123248.0,91.3192493,23.1909997,link,Km post missing,
194,N1,LRP126a,477.0,123771.0,91.3212493,23.1866941,bridge,Bridge start,A
195,N1,LRP127,614.0,124248.0,91.3210827,23.1826382,link,Km post missing,
196,N1,LRP127a,9.5,124862.0,91.3198049,23.1773604,bridge,Box culvert,A
197,N1,LRP128,546.0,125377.0,91.3205271,23.172916,link,Ctg 133 km,
198,N1,LRP128a,454.0,125923.0,91.3213604,23.1681382,bridge,Bridge start,A
199,N1,LRP129,792.0,126377.0,91.3214993,23.1641389,link,Km post missing,
200,N1,LRP129a,208.0,127169.0,91.3224993,23.1571667,bridge,Box culvert,A
201,N1,LRP130,900.9999999999854,127377.0,91.3232771,23.1554167,link,Km post missing,
202,N1,LRP130b,99.0000000000291,128277.99999999999,91.3264993,23.1480274,bridge,Box culvert,A
203,N1,LRP131,420.99999999998545,128377.00000000001,91.3266938,23.1471663,link,Km post missing,
204,N1,LRP131a,579.0000000000146,128798.0,91.326666,23.1433886,bridge,Box culvert,A
205,N1,LRP132,102.0,129377.00000000001,91.3263049,23.1382219,link,Km post missing,
206,N1,LRP132a,898.0,129479.00000000001,91.3264716,23.1374163,bridge,Box culvert,A
207,N1,LRP133,69.99999999998545,130377.00000000001,91.3284993,23.1295827,link,Km post missing,
208,N1,LRP133a,675.0,130447.0,91.3287216,23.1290827,bridge,Box culvert,A
209,N1,LRP_inserted,0.0,0.0,91.3299299,23.126291000000002,link,inserted_link,NaN
210,N1,LRP133b,255.0,131122.0,91.3311382,23.1234993,bridge,Box culvert,A
211,N1,LRP134,248.0,131377.0,91.3320549,23.1213327,link,Km post missing,
212,N1,LRP134a,6.1,131625.0,91.3329993,23.1193049,bridge,Box culvert,A
213,N1,LRP135,1075.0,131653.0,91.3330827,23.1191382,link,"Ctg 127 km,Feni 16 km",
214,N1,LRP136a,3.1,132728.0,91.3381386,23.1108056,bridge,Box culvert,A
215,N1,LRP_inserted,0.0,0.0,91.3397497,23.107958349999997,link,inserted_link,NaN
216,N1,LRP136b,205.0,133448.0,91.3413608,23.1051111,bridge,Box culvert,A
217,N1,LRP137,368.0,133653.0,91.3422497,23.1035,link,Km post missing,
218,N1,LRP137a,3.5,134021.0,91.3437774,23.1005833,bridge,Box culvert,A
219,N1,LRP_inserted,0.0,0.0,91.34494409999999,23.0983887,link,inserted_link,NaN
220,N1,LRP137b,82.0,134571.0,91.3461108,23.0961941,bridge,Box culvert,A
221,N1,LRP138,688.0,134653.0,91.3464441,23.095583,link,Km post missing,
222,N1,LRP138a,312.0,135341.0,91.3494163,23.0901108,bridge,Box culvert,A
223,N1,LRP139,345.0,135653.0,91.3508889,23.0876108,link,Km post missing,
224,N1,LRP139a,527.0,135998.0,91.3524722,23.0849719,bridge,Box culvertt,A
225,N1,LRP_inserted,0.0,0.0,91.35366665,23.0828884,link,inserted_link,NaN
226,N1,LRP139b,210.0,136525.0,91.3548611,23.0808049,bridge,Bridge start,A
227,N1,LRP140,766.0,136735.0,91.3558333,23.0792493,link,Ctg 122 km,
228,N1,LRP140a,234.0,137501.0,91.3594167,23.0732493,bridge,Box culvert,A
229,N1,LRP141,886.0,137735.0,91.3599722,23.0712493,link,Km post missing,
230,N1,LRP141b,18.0,138621.0,91.3616389,23.0636944,bridge,Box Culvert,A
231,N1,LRP142,938.4,138639.0,91.3616389,23.0635278,link,Ctg 103 km,
232,N1,LRP144a,336.0,140968.0,91.3654444,23.0427774,bridge,Box culvert,A
233,N1,LRP144b,1203.0,141304.0,91.3656111,23.0398052,link,Rail Road Crossing,
234,N1,LRP145a,3.4,142507.0,91.3656389,23.029416,bridge,Box culvert,A
235,N1,LRP146,1152.0,142794.0,91.3655,23.0269716,link,"Ctg 99 km,Feni 3 km",
236,N1,LRP147a,724.0,143946.0,91.3708327,23.0185271,bridge,Box culvert,A
237,N1,LRP_inserted,0.0,0.0,91.37340215,23.016305199999998,link,inserted_link,NaN
238,N1,LRP147b,125.0,144670.0,91.3759716,23.0140833,bridge,Box culvert,A
239,N1,LRP148,614.0,144795.0,91.3769438,23.0132778,link,Km post missing,
240,N1,LRP148a,1.5,145409.0,91.3813604,23.0095556,intersection,Intersection with N104 / Km post missing,A
241,N1,LRP150,1085.0,146816.0,91.3920552,23.0018889,link,Ctg 95 km,
242,N1,LRP151a,940.0,147901.0,91.4005,22.9961941,bridge,Bridge start,A
243,N1,LRP152,4831.0,148841.0,91.4072222,22.9906941,link,"Ctg 93 km,Lalpole 1 km",
244,N1,LRP156a,220.0,153672.0,91.4416941,22.9624167,bridge,Bridge start,A
245,N1,LRP157,6351.0,153892.0,91.4433886,22.9611667,link,Km post missing,
246,N1,LRP163a,720.0,160243.0,91.5007778,22.9496663,bridge,Bridge start,A
247,N1,LRP164,4134.0,160963.0,91.50725,22.9482774,link,Ctg 81 kkm,
248,N1,LRP168a,866.0,165097.0,91.5259438,22.9156667,bridge,Bridge start,A
249,N1,LRP169,464.0,165963.0,91.5294993,22.9085833,link,Km post missing,
250,N1,LRP169a,3.0,166427.0,91.5314438,22.9046667,bridge,Box culvert,A
251,N1,LRP170,937.0,166963.0,91.5333608,22.9003333,link,Km post missing,
252,N1,LRP170d,63.0,167900.0,91.5353052,22.8921663,bridge,Box culvert,A
253,N1,LRP171,1915.0,167963.0,91.5354719,22.8916386,link,Km post missing,
254,N1,LRP172b,2.0,169878.0,91.5407219,22.875166,bridge,Box culvert,A
255,N1,LRP173,162.0,169963.0,91.5409719,22.8744438,link,Km post missing,
256,N1,LRP173a,1.5,170125.0,91.5414441,22.8731382,bridge,Box culvert,A
257,N1,LRP_inserted,0.0,0.0,91.5423052,22.870777099999998,link,inserted_link,NaN
258,N1,LRP173b,1.5,170681.0,91.5431663,22.868416,bridge,Box culvert,A
259,N1,LRP174,576.0,170963.0,91.5439997,22.8661111,link,Km post missing,
260,N1,LRP174a,8.5,171539.0,91.54512584501992,22.86111772310757,bridge,Box culvert,A
261,N1,LRP_inserted,0.0,0.0,91.54529887250996,22.860350511553783,link,inserted_link,NaN
262,N1,LRP174b,3.0,171716.0,91.5454719,22.8595833,bridge,Box culvert,A
263,N1,LRP175,165.0,171963.0,91.5456386,22.8575556,link,Km post missing,
264,N1,LRP175a,3.0,172128.0,91.5457219,22.856,bridge,Box culvert,A
265,N1,LRP_inserted,0.0,0.0,91.54577745,22.8555278,link,inserted_link,NaN
266,N1,LRP175b,3.0,172241.0,91.545833,22.8550556,bridge,Box culvert,A
267,N1,LRP176,17.0,172963.0,91.5463608,22.8486663,link,Km post missing,
268,N1,LRP176a,4.5,172980.0,91.5463886,22.8485274,bridge,Bridge start,A
269,N1,LRP_inserted,0.0,0.0,91.546958,22.846874649999997,link,inserted_link,NaN
270,N1,LRP176c,240.0,173370.0,91.5475274,22.8452219,bridge,Box culvert,A
271,N1,LRP_inserted,0.0,0.0,91.54787465000001,22.8442358,link,inserted_link,NaN
272,N1,LRP176d,353.0,173610.0,91.5482219,22.8432497,bridge,Box culvert,A
273,N1,LRP177,314.0,173963.0,91.5490552,22.8401941,link,Km post missing,
274,N1,LRP177a,686.0,174277.0,91.5492497,22.8372497,bridge,Pipe culvert,A
275,N1,LRP178,872.0,174963.0,91.5503611,22.8313882,link,Km post missing,
276,N1,LRP178a,128.0,175835.0,91.5528333,22.8239438,bridge,Box culvert,A
277,N1,LRP179,1340.0,175963.0,91.5531389,22.8228049,link,Km post missing,
278,N1,LRP180a,406.0,177303.0,91.5563889,22.8110556,bridge,Box culvert,A
279,N1,LRP_inserted,0.0,0.0,91.55715280000001,22.809527799999998,link,inserted_link,NaN
280,N1,LRP180b,252.0,177709.0,91.5579167,22.808,bridge,Box culvert,A
281,N1,LRP_inserted,0.0,0.0,91.55841670000001,22.8069861,link,inserted_link,NaN
282,N1,LRP180c,2.0,177961.0,91.5589167,22.8059722,bridge,Box culvert,A
283,N1,LRP181,155.0,177963.0,91.5589167,22.8059444,link,Km post missing,
284,N1,LRP181a,4.5,178118.0,91.5591111,22.8045833,bridge,Box culvert,A
285,N1,LRP182,493.0,178963.0,91.5613611,22.7974719,link,Km post missing,
286,N1,LRP182a,472.0,179456.0,91.5633333,22.7934163,bridge,Box Culvert,A
287,N1,LRP_inserted,0.0,0.0,91.56438885,22.791513549999998,link,inserted_link,NaN
288,N1,LRP182b,35.0,179928.0,91.5654444,22.7896108,bridge,Box culvert,A
289,N1,LRP183,994.0,179963.0,91.5655833,22.7893608,link,Km post missing,
290,N1,LRP183a,6.0,180957.0,91.5695271,22.7813327,bridge,Bridge start,A
291,N1,LRP184,15.0,180963.0,91.5695827,22.7812216,link,Km post missing,
292,N1,LRP184a,9.7,180978.0,91.5696382,22.7811382,bridge,Bridge end,A
293,N1,LRP184b,475.0,181464.0,91.5713327,22.7771104,link,Road to Narayanhat (Z1021),
294,N1,LRP184c,24.0,181939.0,91.5733604,22.7732771,bridge,Box culvert,A
295,N1,LRP185,469.0,181963.0,91.5734716,22.7730271,link,Km post missing,
296,N1,LRP185a,4.0,182432.0,91.5756104,22.7693604,bridge,Box culvert,A
297,N1,LRP_inserted,0.0,0.0,91.57680485,22.7677774,link,inserted_link,NaN
298,N1,LRP185b,529.0,182434.0,91.5779993,22.7661944,bridge,Box culvert,A
299,N1,LRP186,453.0,182963.0,91.5785549,22.7654722,link,Km post missing,
300,N1,LRP186a,12.9,183416.0,91.5811382,22.7621944,bridge,Box culvert,A
301,N1,LRP187,820.0,183963.0,91.5845274,22.7585278,link,Km post missing,
302,N1,LRP187a,3.0,184783.0,91.5893608,22.7526389,bridge,Bridge start,A
303,N1,LRP188,232.0,184963.0,91.5903608,22.7513333,link,Km post missing,
304,N1,LRP188a,768.0,185195.0,91.5916386,22.7496386,bridge,Box culvert,A
305,N1,LRP189,32.0,185963.0,91.5949163,22.7435552,link,Km post missing,
306,N1,LRP189a,968.0,185995.0,91.5950274,22.7433052,bridge,Box culvert,A
307,N1,LRP190,12.0,186963.0,91.5979441,22.7349997,link,Km post missing,
308,N1,LRP190a,3.0,186975.0,91.5979719,22.7349163,bridge,Box culvert,A
309,N1,LRP191,539.0,187963.0,91.6007778,22.7263882,link,Km post missing,
310,N1,LRP191a,3.0,188502.0,91.6030833,22.7221104,bridge,Box culvert,A
311,N1,LRP192,260.0,188963.0,91.6053056,22.7185549,link,Km post missing,
312,N1,LRP192a,75.0,189223.0,91.6065556,22.7165556,bridge,Box culvert,A
313,N1,LRP_inserted,0.0,0.0,91.60673614999999,22.7162778,link,inserted_link,NaN
314,N1,LRP192b,215.0,189298.0,91.6069167,22.716,bridge,Box culvert,A
315,N1,LRP193,256.0,189513.0,91.6079444,22.7143889,link,"Ctg 52 km,Sitakhada 12 km",
316,N1,LRP193a,19.2,189769.0,91.6090556,22.7124167,bridge,Box culvert,A
317,N1,LRP_inserted,0.0,0.0,91.6104306,22.7100139,link,inserted_link,NaN
